Key Margins % of Sales,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,53.16,53.24,54.7,49.95,52.71,51.11,52.01,52.75,53.88,54.45,54.84
Gross Margin,46.84,46.76,45.3,50.05,47.29,48.89,47.99,47.25,46.12,45.55,45.16
SG&A,15.13,22.53,15.19,13.82,21.69,20.09,9.62,10.21,7.04,8.96,8.34
R&D,,,,,,,,,0.27,0.28,
Other,9.98,4.06,11.9,11.33,5.02,3.6,13.17,13.28,16.66,14.73,15.32
Operating Margin,21.77,20.16,18.2,24.91,20.57,25.2,25.2,23.77,22.16,21.58,21.51
Net Int Inc & Other,-7.18,-6.03,-7.09,-7.1,-2.75,-4.23,-3.94,-3.21,-2.2,-2.75,-4.25
EBT Margin,14.59,14.13,11.11,17.81,17.82,20.98,21.26,20.56,19.96,18.82,17.26
