Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,10.21,14.56,155.79,-0.86,5.57,21.46,12.57,23.9,30.46,-21.96,
Free Cash Flow Growth % YOY,2.2,32.55,193.12,-0.64,4.71,20.58,13.94,22.43,28.35,-32.94,
Cap Ex as a % of Sales,4.75,3.06,3.03,2.78,2.87,3.21,2.73,2.48,2.35,2.69,2.53
Free Cash Flow/Sales %,10.56,12.09,32.31,30.51,28.66,29.67,28.75,22.95,18.61,8.67,7.47
Free Cash Flow/Net Income,1.24,1.54,4.08,4.24,4.43,4.26,4.18,6.93,2.93,-17.22,-0.93
